EntrezA	EntrezB	Metabolite
4750	1846	M02742
9088	1846	M02742
3611	5521	M02742
91	1848	M02742
139728	5506	M02742
55872	11072	M02742
9263	1033	M02742
9212	5494	M02742
9128	92235	M02742
10110	1033	M02742
6195	51207	M02742
7016	8446	M02742
815	1846	M02742
27102	11266	M02742
9578	150290	M02742
340156	5533	M02742
817	5532	M02742
9641	5532	M02742
4117	5530	M02742
8737	1850	M02742
4342	80895	M02742
9263	92235	M02742
120892	92235	M02742
4751	84152	M02742
30811	5534	M02742
8536	51657	M02742
5063	1843	M02742
1456	5501	M02742
658	5496	M02742
5586	11072	M02742
8445	5520	M02742
5129	56940	M02742
6196	5522	M02742
83942	5532	M02742
9261	142679	M02742
90	5532	M02742
4342	5496	M02742
10000	5501	M02742
657	51657	M02742
3611	285193	M02742
1263	29101	M02742
10298	338599	M02742
1453	23035	M02742
139728	23035	M02742
8986	114971	M02742
11329	5520	M02742
5576	5531	M02742
5170	9150	M02742
1196	5504	M02742
140469	8446	M02742
55781	11221	M02742
5577	5534	M02742
6196	5506	M02742
5593	192111	M02742
8536	5536	M02742
23683	63904	M02742
5593	22843	M02742
9128	5532	M02742
28996	63904	M02742
4752	80824	M02742
9261	5537	M02742
28996	8493	M02742
2962	11072	M02742
815	56940	M02742
23043	11221	M02742
269	5519	M02742
5605	80895	M02742
8428	5470	M02742
5594	5495	M02742
9578	1845	M02742
3551	11072	M02742
112858	128853	M02742
817	5501	M02742
51347	285193	M02742
207	85464	M02742
91	192111	M02742
4296	8493	M02742
6300	9150	M02742
2011	5530	M02742
6416	5522	M02742
472	8493	M02742
817	1844	M02742
9088	23035	M02742
9113	8446	M02742
5563	5499	M02742
11200	5519	M02742
23049	54961	M02742
389840	5499	M02742
57118	5522	M02742
375449	54961	M02742
120892	23035	M02742
5891	8446	M02742
202374	114971	M02742
5587	132160	M02742
5606	5500	M02742
7465	10217	M02742
57551	5536	M02742
1020	1846	M02742
1263	11266	M02742
816	10106	M02742
11113	5523	M02742
51231	8446	M02742
92	10217	M02742
166614	5519	M02742
9175	5506	M02742
5562	80895	M02742
4750	5504	M02742
1613	51207	M02742
26750	1847	M02742
65018	10106	M02742
8859	192111	M02742
4294	10106	M02742
166614	5536	M02742
8408	5507	M02742
5894	84152	M02742
11011	5534	M02742
5600	338599	M02742
92	56940	M02742
545	5500	M02742
93	8446	M02742
11329	5500	M02742
8859	1850	M02742
79705	8493	M02742
54101	1843	M02742
6794	5530	M02742
5590	10217	M02742
5871	5521	M02742
51422	5533	M02742
4294	5537	M02742
54101	152926	M02742
11113	1846	M02742
28996	5530	M02742
23678	5535	M02742
7465	134510	M02742
55561	11266	M02742
6787	10217	M02742
340156	5519	M02742
29110	5475	M02742
9149	51657	M02742
79705	5501	M02742
8476	5519	M02742
5568	1033	M02742
57118	85464	M02742
140901	58190	M02742
8999	5504	M02742
9263	5504	M02742
3985	5506	M02742
10595	7957	M02742
140469	1849	M02742
7786	5521	M02742
112858	285193	M02742
8986	5533	M02742
9020	128853	M02742
204851	23035	M02742
5588	1843	M02742
5129	63904	M02742
3611	29101	M02742
5579	114971	M02742
9706	5502	M02742
54986	152926	M02742
65975	132160	M02742
8621	114971	M02742
9020	79871	M02742
10746	5516	M02742
10746	142679	M02742
7204	78986	M02742
8899	142679	M02742
5062	51657	M02742
23097	5519	M02742
85481	22843	M02742
2081	84152	M02742
10298	7957	M02742
9261	22843	M02742
28996	51207	M02742
5595	5504	M02742
6416	5536	M02742
1195	11072	M02742
9128	11221	M02742
1612	1848	M02742
6196	5523	M02742
1017	338599	M02742
4752	132160	M02742
6197	5533	M02742
85481	338599	M02742
9088	5506	M02742
23617	5501	M02742
9128	63904	M02742
4140	8446	M02742
83732	7957	M02742
57787	11072	M02742
23235	5496	M02742
6446	8493	M02742
6093	22843	M02742
389840	5500	M02742
5597	7957	M02742
10783	1033	M02742
375449	1843	M02742
10645	150290	M02742
4342	11266	M02742
83942	9150	M02742
5579	80824	M02742
1017	1847	M02742
10783	5475	M02742
701	51207	M02742
6790	5518	M02742
472	134510	M02742
9833	84152	M02742
51765	11266	M02742
4216	5534	M02742
5170	5520	M02742
7272	5518	M02742
8428	78986	M02742
8428	1846	M02742
29110	9647	M02742
5565	84152	M02742
5891	1846	M02742
1459	1844	M02742
8569	1845	M02742
25989	1848	M02742
269	5504	M02742
6446	80824	M02742
25989	80824	M02742
699	285193	M02742
415116	5501	M02742
7465	5475	M02742
84930	85464	M02742
472	5530	M02742
5583	5522	M02742
5608	29101	M02742
814	152926	M02742
5590	5506	M02742
1460	9647	M02742
5581	1843	M02742
1196	5519	M02742
5601	5519	M02742
1432	5515	M02742
5681	23035	M02742
1859	5515	M02742
8444	11221	M02742
23043	5520	M02742
27102	22843	M02742
2872	5530	M02742
5894	22843	M02742
23235	79871	M02742
5585	8493	M02742
1612	5531	M02742
8986	11266	M02742
90	150290	M02742
8317	5532	M02742
7444	5537	M02742
5609	5501	M02742
92	29101	M02742
7273	132160	M02742
50488	5532	M02742
23683	5519	M02742
55561	5470	M02742
127933	5500	M02742
389840	5520	M02742
1017	80895	M02742
4215	5475	M02742
545	5496	M02742
5584	23035	M02742
122011	11221	M02742
817	5515	M02742
8550	5536	M02742
5604	9647	M02742
79858	5537	M02742
5581	10106	M02742
50488	5501	M02742
1452	132160	M02742
7444	8493	M02742
91754	5501	M02742
23012	63904	M02742
9149	78986	M02742
10420	10106	M02742
8476	1843	M02742
54822	23239	M02742
27330	29101	M02742
7273	8493	M02742
5603	5516	M02742
6446	5530	M02742
5604	5532	M02742
6197	5504	M02742
701	5518	M02742
8997	150290	M02742
51765	8493	M02742
5602	54935	M02742
8550	51657	M02742
5609	80895	M02742
6872	5506	M02742
9344	7957	M02742
4342	8493	M02742
51765	5499	M02742
8558	5475	M02742
3984	5516	M02742
207	142679	M02742
1612	338599	M02742
8536	152926	M02742
11329	132160	M02742
1147	5530	M02742
65268	1847	M02742
5592	8446	M02742
28996	78986	M02742
9149	7957	M02742
5587	54434	M02742
23043	5500	M02742
5589	5534	M02742
10087	5516	M02742
10298	8493	M02742
65266	8493	M02742
818	58190	M02742
1195	5532	M02742
1196	54961	M02742
81788	192111	M02742
5608	1852	M02742
284086	285193	M02742
7443	5500	M02742
1196	1847	M02742
4217	1846	M02742
5613	5534	M02742
23617	128853	M02742
140609	7957	M02742
10922	5516	M02742
1452	5519	M02742
282974	92235	M02742
5592	1846	M02742
5128	23239	M02742
8576	5531	M02742
1147	114971	M02742
202374	1850	M02742
122011	1852	M02742
5063	5536	M02742
389840	5530	M02742
29941	5534	M02742
2962	5475	M02742
9128	11072	M02742
3611	5536	M02742
51265	11266	M02742
112858	29101	M02742
814	8446	M02742
9748	5507	M02742
202374	8446	M02742
51231	11072	M02742
1019	80895	M02742
1018	5475	M02742
4117	152926	M02742
673	134510	M02742
5587	8446	M02742
84930	79871	M02742
5610	92235	M02742
11011	1844	M02742
23683	5520	M02742
5170	23239	M02742
30849	5494	M02742
83942	58190	M02742
9020	11266	M02742
5579	9647	M02742
65266	150290	M02742
5586	5518	M02742
9706	5507	M02742
1859	5520	M02742
5596	63904	M02742
8558	23035	M02742
5871	5504	M02742
5218	1852	M02742
23012	1850	M02742
5292	10217	M02742
8767	5496	M02742
53904	85464	M02742
2872	150290	M02742
8767	5532	M02742
545	84152	M02742
6093	5506	M02742
1460	1845	M02742
127933	5515	M02742
5170	28227	M02742
5606	5502	M02742
6732	1852	M02742
23552	63904	M02742
415116	5496	M02742
5579	132160	M02742
23678	5494	M02742
10733	11072	M02742
5589	114971	M02742
1613	5507	M02742
5613	5494	M02742
84446	7957	M02742
23387	8446	M02742
225689	5495	M02742
5607	11221	M02742
51135	1843	M02742
1459	5475	M02742
51765	5501	M02742
340156	1852	M02742
984	80895	M02742
344387	5533	M02742
9201	150290	M02742
122011	5533	M02742
5347	5532	M02742
5583	5496	M02742
10733	23035	M02742
3656	114971	M02742
5584	22843	M02742
27330	80824	M02742
2580	5516	M02742
112858	338599	M02742
2962	5518	M02742
10420	5496	M02742
9344	5515	M02742
1457	5499	M02742
7867	54961	M02742
27102	5530	M02742
5584	5504	M02742
8899	5506	M02742
7204	1846	M02742
1760	5533	M02742
1432	5518	M02742
5562	11221	M02742
51347	9647	M02742
1454	54434	M02742
51422	5523	M02742
11040	28227	M02742
84451	5519	M02742
1020	5534	M02742
23178	54434	M02742
6788	5515	M02742
699	5504	M02742
6416	152926	M02742
54986	5496	M02742
1111	1844	M02742
9261	5535	M02742
23012	134510	M02742
4296	1845	M02742
4342	54434	M02742
10595	54434	M02742
5599	1846	M02742
673	54961	M02742
5579	51657	M02742
1460	28227	M02742
3985	114971	M02742
4752	5519	M02742
1613	5518	M02742
25778	58190	M02742
4296	10106	M02742
816	63904	M02742
26524	7957	M02742
5063	1844	M02742
1196	5534	M02742
55589	5530	M02742
9833	5507	M02742
29110	11221	M02742
9578	85464	M02742
9149	84152	M02742
6199	5536	M02742
3654	23035	M02742
7272	51207	M02742
23617	285193	M02742
1460	5522	M02742
5604	1848	M02742
5608	11221	M02742
657	5531	M02742
57172	5507	M02742
1613	58190	M02742
3984	22843	M02742
5062	5518	M02742
5589	5500	M02742
6788	7957	M02742
79858	5502	M02742
1022	5470	M02742
1453	5521	M02742
9748	1847	M02742
1196	11266	M02742
8986	54961	M02742
57118	132160	M02742
28996	51657	M02742
341676	5507	M02742
5590	285193	M02742
415116	1848	M02742
57118	134510	M02742
23387	58190	M02742
10000	11221	M02742
65268	5520	M02742
5602	5496	M02742
9833	338599	M02742
6794	192111	M02742
6794	114971	M02742
344387	132160	M02742
3656	5516	M02742
57787	80895	M02742
1198	7957	M02742
81629	5532	M02742
23097	338599	M02742
208	5500	M02742
7867	5501	M02742
1859	1843	M02742
657	5519	M02742
7867	5519	M02742
9020	5516	M02742
7786	5534	M02742
340156	5523	M02742
139728	10217	M02742
6795	5507	M02742
7465	28227	M02742
23617	150290	M02742
83732	1850	M02742
10420	1852	M02742
8999	78986	M02742
23387	23239	M02742
269	1843	M02742
10769	85464	M02742
9064	10217	M02742
22983	5520	M02742
5347	1033	M02742
1459	5536	M02742
9113	11072	M02742
6195	5519	M02742
5292	5501	M02742
1195	5518	M02742
30811	54434	M02742
10420	28227	M02742
1196	152926	M02742
1459	10217	M02742
11113	1847	M02742
1460	58190	M02742
23387	132160	M02742
1017	5522	M02742
27330	5532	M02742
11183	5537	M02742
5592	192111	M02742
53944	5534	M02742
10420	5530	M02742
50488	84152	M02742
11040	23239	M02742
2962	5494	M02742
1459	150290	M02742
6197	1852	M02742
5567	5515	M02742
56164	5523	M02742
1017	5499	M02742
2011	28227	M02742
7465	5502	M02742
208	192111	M02742
5128	79871	M02742
1460	1852	M02742
51755	152926	M02742
6733	58190	M02742
6733	152926	M02742
5584	5506	M02742
4293	1033	M02742
9149	10106	M02742
659	9647	M02742
65266	1843	M02742
389840	5494	M02742
1017	51657	M02742
5586	84152	M02742
9088	54961	M02742
94	23239	M02742
51422	85464	M02742
4296	5496	M02742
225689	1844	M02742
91	5496	M02742
2872	5537	M02742
23678	80895	M02742
440275	58190	M02742
23235	134510	M02742
10783	1847	M02742
6885	5520	M02742
4214	5533	M02742
4750	5500	M02742
8573	1848	M02742
8737	5521	M02742
51347	128853	M02742
6093	51207	M02742
8798	85464	M02742
283629	5530	M02742
9024	134510	M02742
3656	5501	M02742
9891	10106	M02742
22848	5496	M02742
6733	114971	M02742
6732	142679	M02742
8576	54434	M02742
9064	11072	M02742
55872	142679	M02742
1018	84152	M02742
6788	5535	M02742
818	5534	M02742
4117	5531	M02742
10733	5496	M02742
127933	5504	M02742
57396	5499	M02742
1455	8493	M02742
284086	5521	M02742
9451	23035	M02742
5894	1033	M02742
9088	22843	M02742
57787	5533	M02742
9262	22843	M02742
9344	29101	M02742
7272	7957	M02742
5871	5515	M02742
4117	5536	M02742
56164	132160	M02742
23049	5535	M02742
282974	5504	M02742
83942	1847	M02742
9625	114971	M02742
415116	1845	M02742
816	1848	M02742
984	78986	M02742
8780	29101	M02742
4139	5537	M02742
10000	8446	M02742
814	1852	M02742
65268	5475	M02742
1454	5537	M02742
9064	5494	M02742
5584	80895	M02742
6196	1844	M02742
814	9150	M02742
8550	8493	M02742
4216	51657	M02742
9064	1844	M02742
340156	1849	M02742
5581	9150	M02742
8899	5534	M02742
5579	54935	M02742
10110	150290	M02742
5610	1843	M02742
4140	5499	M02742
54861	23239	M02742
56164	80824	M02742
122011	128853	M02742
11184	150290	M02742
9262	128853	M02742
6790	5521	M02742
9448	56940	M02742
84930	8446	M02742
10110	152926	M02742
8798	5523	M02742
1020	5499	M02742
8814	5534	M02742
10769	29101	M02742
9201	56940	M02742
6790	134510	M02742
25778	5496	M02742
4750	1849	M02742
613	5502	M02742
6195	128853	M02742
814	338599	M02742
8814	5530	M02742
10114	5515	M02742
25989	79871	M02742
10783	5519	M02742
1024	150290	M02742
5218	54434	M02742
4751	8446	M02742
57144	192111	M02742
23604	5535	M02742
7444	5507	M02742
9748	56940	M02742
8569	150290	M02742
5681	5470	M02742
51265	285193	M02742
23552	9150	M02742
57787	5534	M02742
53944	1847	M02742
55781	128853	M02742
27148	1843	M02742
84930	285193	M02742
10298	51657	M02742
54822	5531	M02742
84254	1849	M02742
10595	54961	M02742
10746	54434	M02742
4296	28227	M02742
5608	1033	M02742
341676	128853	M02742
6198	1850	M02742
6446	63904	M02742
27347	1852	M02742
9448	80895	M02742
84930	5534	M02742
23043	51657	M02742
9020	9150	M02742
83732	5522	M02742
5580	10106	M02742
9064	8446	M02742
4117	8446	M02742
79858	5507	M02742
120892	5537	M02742
6787	338599	M02742
1019	5530	M02742
9149	5499	M02742
1021	5535	M02742
4294	1847	M02742
140901	5532	M02742
51347	8493	M02742
23031	9647	M02742
4751	63904	M02742
4214	10217	M02742
81629	5499	M02742
1024	9150	M02742
6788	5522	M02742
11184	1845	M02742
5583	23035	M02742
65266	285193	M02742
6196	51657	M02742
5565	8446	M02742
659	5501	M02742
5128	8446	M02742
369	285193	M02742
84446	5523	M02742
4751	5518	M02742
6792	5535	M02742
112858	11221	M02742
94	1850	M02742
10769	1846	M02742
1432	5475	M02742
7465	54434	M02742
657	128853	M02742
23604	285193	M02742
5567	5494	M02742
23178	5522	M02742
207	11266	M02742
5585	5507	M02742
23049	56940	M02742
9451	56940	M02742
5598	5494	M02742
92	1844	M02742
30849	5504	M02742
65267	5536	M02742
5605	285193	M02742
6198	54434	M02742
7465	5515	M02742
5602	5533	M02742
5593	23239	M02742
5894	5515	M02742
5595	5475	M02742
23178	29101	M02742
2962	1849	M02742
30849	22843	M02742
657	1033	M02742
8814	1850	M02742
112858	5522	M02742
1198	11221	M02742
1459	152926	M02742
8428	5521	M02742
9943	92235	M02742
83942	338599	M02742
1195	5495	M02742
9706	1033	M02742
9706	1849	M02742
1196	1849	M02742
5587	7957	M02742
4751	11072	M02742
3611	128853	M02742
269	1847	M02742
10087	5506	M02742
1196	150290	M02742
8899	1844	M02742
65061	5470	M02742
8408	85464	M02742
1459	28227	M02742
5597	22843	M02742
6300	51657	M02742
65268	78986	M02742
6416	8446	M02742
5584	5494	M02742
57172	58190	M02742
53904	134510	M02742
29941	5470	M02742
5891	5520	M02742
65266	5515	M02742
140901	8493	M02742
83983	5507	M02742
9891	5499	M02742
26576	11221	M02742
5595	51207	M02742
9706	5519	M02742
5891	5522	M02742
6733	5536	M02742
166614	1847	M02742
7204	23035	M02742
10114	9647	M02742
5603	5520	M02742
50488	5518	M02742
1024	8446	M02742
1263	9647	M02742
8558	5470	M02742
5128	92235	M02742
1147	5520	M02742
1455	1849	M02742
2011	8493	M02742
51765	5535	M02742
29110	78986	M02742
8573	5536	M02742
6793	150290	M02742
7046	23035	M02742
10114	5500	M02742
5573	5523	M02742
6733	5515	M02742
26524	8493	M02742
51422	23035	M02742
5588	5537	M02742
30849	1850	M02742
1459	5500	M02742
27330	338599	M02742
9064	80895	M02742
51776	1846	M02742
2872	5494	M02742
83732	80824	M02742
5562	5475	M02742
5062	1849	M02742
51135	5502	M02742
30849	128853	M02742
9064	5496	M02742
140803	5520	M02742
6787	1850	M02742
23552	5500	M02742
51422	11266	M02742
23678	54935	M02742
83732	63904	M02742
4751	1852	M02742
9833	23239	M02742
4293	10217	M02742
27102	5518	M02742
5586	285193	M02742
7016	5499	M02742
5583	84152	M02742
7204	5501	M02742
4296	11072	M02742
93	5470	M02742
51765	5518	M02742
5587	5522	M02742
5605	23035	M02742
55561	114971	M02742
1432	8493	M02742
5598	22843	M02742
22983	54961	M02742
4293	8493	M02742
51755	5516	M02742
5607	152926	M02742
1111	1849	M02742
388228	5523	M02742
10645	142679	M02742
93	51657	M02742
9706	54961	M02742
29941	5519	M02742
818	92235	M02742
83732	10106	M02742
5568	78986	M02742
57396	80824	M02742
5575	1850	M02742
5062	63904	M02742
140901	51207	M02742
55561	5520	M02742
112858	150290	M02742
8428	5496	M02742
91754	5522	M02742
5599	92235	M02742
23604	28227	M02742
1020	51207	M02742
5582	5523	M02742
4296	5518	M02742
9175	1852	M02742
81629	1848	M02742
130399	58190	M02742
57144	84152	M02742
472	5499	M02742
6196	22843	M02742
8536	285193	M02742
208	85464	M02742
50488	9150	M02742
140803	5500	M02742
5605	11266	M02742
5563	85464	M02742
375449	29101	M02742
30849	9150	M02742
1111	285193	M02742
65018	134510	M02742
282974	80824	M02742
7465	9150	M02742
140609	5499	M02742
8550	5520	M02742
7204	11221	M02742
817	5534	M02742
57172	5522	M02742
140469	8493	M02742
51701	92235	M02742
207	5522	M02742
23235	80824	M02742
8767	23035	M02742
51765	5522	M02742
1432	5495	M02742
9943	5516	M02742
5567	5500	M02742
81629	5522	M02742
814	92235	M02742
9024	5537	M02742
1613	5523	M02742
10595	80824	M02742
27330	5520	M02742
140609	51657	M02742
4751	5519	M02742
55351	11221	M02742
26750	128853	M02742
23678	1845	M02742
5566	5519	M02742
9706	9647	M02742
6732	1850	M02742
5607	1848	M02742
83942	5499	M02742
8536	23035	M02742
6795	285193	M02742
57396	1850	M02742
27347	142679	M02742
10746	23035	M02742
6795	5531	M02742
10298	5494	M02742
1263	5518	M02742
197259	54935	M02742
5891	84152	M02742
112858	5515	M02742
204851	85464	M02742
5566	5507	M02742
23031	8493	M02742
55781	5536	M02742
8536	23239	M02742
6792	132160	M02742
1263	8493	M02742
91754	5532	M02742
84254	132160	M02742
6872	5475	M02742
3611	5494	M02742
65266	132160	M02742
5562	1843	M02742
283629	8493	M02742
283629	54434	M02742
545	5523	M02742
4751	5495	M02742
283629	80895	M02742
22983	5534	M02742
4140	56940	M02742
23097	5495	M02742
9261	54935	M02742
1454	11072	M02742
10420	1846	M02742
53944	152926	M02742
51231	7957	M02742
6199	1845	M02742
10298	5519	M02742
27148	285193	M02742
7465	152926	M02742
818	23239	M02742
5565	1850	M02742
140803	1033	M02742
130399	1844	M02742
5567	54961	M02742
6733	28227	M02742
140901	152926	M02742
10420	92235	M02742
415116	5530	M02742
494551	28227	M02742
5576	5521	M02742
10298	5504	M02742
8476	5533	M02742
57172	1848	M02742
8491	5515	M02742
1453	5534	M02742
8445	29101	M02742
208	11072	M02742
415116	5520	M02742
9625	132160	M02742
8317	85464	M02742
3654	85464	M02742
10114	5521	M02742
25865	5523	M02742
1017	5500	M02742
5891	23035	M02742
1019	128853	M02742
1111	92235	M02742
8550	5519	M02742
55561	5515	M02742
51765	5523	M02742
81629	54961	M02742
8814	9150	M02742
11200	9647	M02742
9263	150290	M02742
23178	5520	M02742
984	9647	M02742
613	142679	M02742
6197	5496	M02742
4751	54961	M02742
4342	5520	M02742
54861	92235	M02742
8576	1033	M02742
1859	78986	M02742
4293	51657	M02742
29110	5501	M02742
23678	5502	M02742
5576	51657	M02742
3985	152926	M02742
9020	1850	M02742
2872	192111	M02742
139728	132160	M02742
7273	51657	M02742
30849	1843	M02742
93	5500	M02742
545	5519	M02742
23552	5537	M02742
29941	1850	M02742
22848	22843	M02742
53904	1844	M02742
112858	23035	M02742
57551	5504	M02742
5586	5504	M02742
57396	5532	M02742
440275	5499	M02742
140803	84152	M02742
817	5536	M02742
9578	114971	M02742
1019	28227	M02742
23387	5518	M02742
51231	1847	M02742
472	11072	M02742
11329	92235	M02742
1024	114971	M02742
9625	134510	M02742
3985	1849	M02742
65268	5502	M02742
5596	5531	M02742
55589	1847	M02742
4117	5495	M02742
984	5495	M02742
11040	5502	M02742
9201	8446	M02742
65061	5531	M02742
140609	51207	M02742
11184	8493	M02742
5062	1847	M02742
84451	51207	M02742
93	1843	M02742
6732	5531	M02742
23049	11221	M02742
9344	5518	M02742
984	29101	M02742
7444	51207	M02742
55561	54935	M02742
5577	5470	M02742
5600	11221	M02742
139728	5530	M02742
9263	80824	M02742
282974	51657	M02742
5562	5537	M02742
5588	23035	M02742
1111	152926	M02742
5567	5519	M02742
65266	5504	M02742
8859	51657	M02742
11213	63904	M02742
9706	5531	M02742
701	114971	M02742
1198	132160	M02742
269	1848	M02742
6093	84152	M02742
817	150290	M02742
9748	11072	M02742
1613	1847	M02742
7046	11266	M02742
7204	5536	M02742
389840	11266	M02742
10298	1846	M02742
83983	1850	M02742
5607	1850	M02742
283629	5470	M02742
7273	150290	M02742
6793	5494	M02742
83942	134510	M02742
93	114971	M02742
6792	5530	M02742
1457	54935	M02742
5591	5521	M02742
1859	5504	M02742
83942	5531	M02742
4216	10106	M02742
51135	285193	M02742
5058	79871	M02742
9020	28227	M02742
5603	58190	M02742
10733	54434	M02742
1022	5536	M02742
369	23239	M02742
10733	5518	M02742
5590	22843	M02742
1454	1848	M02742
53904	1033	M02742
6794	51207	M02742
57551	152926	M02742
5582	5502	M02742
50488	11072	M02742
4140	84152	M02742
23552	152926	M02742
3985	5500	M02742
27102	5531	M02742
8476	8493	M02742
1198	63904	M02742
4294	1849	M02742
657	1843	M02742
9891	5536	M02742
5595	5495	M02742
6885	1848	M02742
5589	9647	M02742
10645	5495	M02742
27148	5521	M02742
9175	5495	M02742
83732	22843	M02742
5578	5523	M02742
1859	51657	M02742
1454	58190	M02742
23678	22843	M02742
1195	5519	M02742
7048	1848	M02742
545	11221	M02742
83732	58190	M02742
5599	56940	M02742
22983	79871	M02742
983	5537	M02742
23678	5475	M02742
5577	5494	M02742
5596	11266	M02742
5592	338599	M02742
5581	114971	M02742
55351	150290	M02742
5581	78986	M02742
1432	11221	M02742
657	5520	M02742
5605	58190	M02742
5593	5506	M02742
6195	5502	M02742
8997	5516	M02742
79858	5522	M02742
51776	338599	M02742
23387	5507	M02742
9748	11266	M02742
4293	152926	M02742
10290	5502	M02742
11184	9647	M02742
4752	51207	M02742
5129	5475	M02742
5613	85464	M02742
2081	80824	M02742
5588	1849	M02742
1020	1033	M02742
5576	5500	M02742
9128	8446	M02742
10494	5499	M02742
472	338599	M02742
22848	192111	M02742
6790	11221	M02742
5565	5475	M02742
85481	28227	M02742
5601	56940	M02742
51265	134510	M02742
659	285193	M02742
1020	5475	M02742
815	54961	M02742
5128	142679	M02742
139728	1846	M02742
51347	134510	M02742
9344	5470	M02742
5565	152926	M02742
83942	142679	M02742
9943	28227	M02742
1020	92235	M02742
1456	11221	M02742
6793	5515	M02742
140901	5501	M02742
2081	8446	M02742
54101	51657	M02742
5588	142679	M02742
5129	11072	M02742
9064	79871	M02742
65061	23035	M02742
5581	1844	M02742
9024	8446	M02742
84451	28227	M02742
6885	29101	M02742
25989	5519	M02742
65267	142679	M02742
140469	5532	M02742
53944	5536	M02742
5599	5502	M02742
8621	28227	M02742
10290	134510	M02742
1147	150290	M02742
341676	5520	M02742
1195	54961	M02742
26524	92235	M02742
7465	5536	M02742
1021	5533	M02742
815	22843	M02742
23552	51207	M02742
54822	85464	M02742
202374	56940	M02742
673	1033	M02742
27148	54961	M02742
51231	192111	M02742
815	5516	M02742
2011	84152	M02742
283629	1844	M02742
8899	29101	M02742
6790	5516	M02742
5575	1847	M02742
9175	10217	M02742
9261	1849	M02742
2962	5500	M02742
1452	5504	M02742
8558	5519	M02742
55781	1845	M02742
26576	29101	M02742
5593	29101	M02742
6300	1845	M02742
1326	5533	M02742
56924	10106	M02742
5894	11266	M02742
1017	23035	M02742
9344	1852	M02742
5170	78986	M02742
140609	5502	M02742
8986	5499	M02742
3985	5536	M02742
22983	29101	M02742
8317	11266	M02742
65266	5499	M02742
699	29101	M02742
6788	1843	M02742
4214	5530	M02742
7444	192111	M02742
27330	9150	M02742
51265	29101	M02742
5609	1847	M02742
1017	51207	M02742
9212	5501	M02742
9874	51207	M02742
817	152926	M02742
84451	134510	M02742
9625	1844	M02742
55589	80824	M02742
341676	5502	M02742
202374	1847	M02742
5608	152926	M02742
7048	5499	M02742
10420	5501	M02742
56164	1849	M02742
55351	11266	M02742
5600	1846	M02742
4139	132160	M02742
1326	134510	M02742
4140	58190	M02742
5586	11221	M02742
9874	5530	M02742
9943	51207	M02742
2872	5501	M02742
9149	128853	M02742
440275	134510	M02742
11011	5475	M02742
389840	28227	M02742
65125	29101	M02742
4296	5500	M02742
5590	5501	M02742
23678	29101	M02742
6196	5531	M02742
55589	78986	M02742
6789	5494	M02742
5292	338599	M02742
1024	11072	M02742
5613	1845	M02742
6196	285193	M02742
9706	63904	M02742
8444	78986	M02742
6198	5520	M02742
197259	132160	M02742
23043	5537	M02742
23683	285193	M02742
7016	5537	M02742
6795	1852	M02742
51765	5531	M02742
6795	1849	M02742
658	8446	M02742
9024	5495	M02742
6093	5470	M02742
23012	51207	M02742
10110	85464	M02742
9064	23035	M02742
4117	1847	M02742
23683	10217	M02742
815	5495	M02742
5585	85464	M02742
28996	1033	M02742
22848	63904	M02742
4215	1849	M02742
51776	58190	M02742
4752	11221	M02742
81788	5533	M02742
1457	132160	M02742
814	5521	M02742
5127	8446	M02742
5578	5520	M02742
81629	10217	M02742
23043	63904	M02742
27347	58190	M02742
5583	5470	M02742
9262	54935	M02742
22848	54935	M02742
7867	5523	M02742
6872	5499	M02742
8569	5501	M02742
9088	5522	M02742
84930	28227	M02742
1612	5496	M02742
9748	1843	M02742
1613	5504	M02742
6795	5515	M02742
1432	5537	M02742
10733	54935	M02742
5605	5530	M02742
130399	5516	M02742
818	5531	M02742
65125	7957	M02742
57396	5515	M02742
5606	5507	M02742
10494	92235	M02742
23178	5496	M02742
6885	22843	M02742
4215	79871	M02742
65125	1845	M02742
472	5533	M02742
817	10217	M02742
23552	5531	M02742
6789	285193	M02742
5606	1846	M02742
54101	58190	M02742
9024	1848	M02742
983	1844	M02742
23683	5501	M02742
9475	1033	M02742
4139	1852	M02742
7272	134510	M02742
1147	142679	M02742
388228	5506	M02742
23552	5530	M02742
5613	1844	M02742
208	56940	M02742
5601	23239	M02742
10769	192111	M02742
127933	5535	M02742
1613	285193	M02742
11040	8446	M02742
6787	11221	M02742
23235	5531	M02742
5610	54961	M02742
2011	80824	M02742
140469	5502	M02742
5587	1844	M02742
5871	5530	M02742
5563	5522	M02742
5602	23035	M02742
1456	1848	M02742
84254	5523	M02742
494551	54935	M02742
84254	9150	M02742
10114	152926	M02742
10000	5534	M02742
8798	134510	M02742
22858	5475	M02742
5600	5523	M02742
9943	8493	M02742
4214	5523	M02742
23617	54961	M02742
27347	5507	M02742
54986	5534	M02742
22848	1850	M02742
1456	5520	M02742
5584	114971	M02742
5582	5534	M02742
9451	1846	M02742
10733	11266	M02742
1018	128853	M02742
6789	5502	M02742
9891	51207	M02742
2011	22843	M02742
11035	5519	M02742
8798	54935	M02742
5581	5506	M02742
8621	5532	M02742
57396	22843	M02742
3985	63904	M02742
9748	22843	M02742
23097	7957	M02742
7465	1033	M02742
6733	132160	M02742
4293	1846	M02742
23049	58190	M02742
5596	5499	M02742
4217	5515	M02742
53904	5535	M02742
85481	1846	M02742
